,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
44,18.0,2.0,0.0,13.0,0.0,26.0,10.0,0.0,15.0,45.0,3.0,0.0,16.0,10.0,50.0,0.0,27.0,4.0,0.0,22.0,13.0,0.0,6.0,8.0,0.0,7.0,7.0,14.0,33.0,40.0,0.0,77.0,71.0,0.0,7.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,721.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13.0,5.0,19.0,8.0,0.0,17.0,16.0,85.0,30.0,69.0,28.0,52.0,46.0,32.0,38.0,12.0,5.0,29.0,6.0,206.0,10.0,48.0,13.0,29.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0,13.0,8.0,10.0,16.0,5.0,1.0,0.0,23.0,0.0,24.0,25.0,29.0,0.0,42.0,0.0,0.0,0.0,60.0,16.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,179.0,12.0,41.0,2.0,0.0,16.0,6.0,3.0,26.0,28.0,0.0,479.0,125.0,59.0,310.0,33.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13.0,4.0,33.0,0.0,8.0,20.0,1.0,3.0,14.0,0.0,5.0,2.0,13.0,36.0,32.0,63.0,6.0,18.0,178.0,79.0,77.0,0.0,0.0,10.0,1.0,21.0,0.0,0.0,17.0,36.0,153.0,135.0,5.0,0.0,3.0,0.0,105.0,0.0,296.0,39.0,24.0,83.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,20.0,0.0,53.0,19.0,19.0,11.0,29.0,16.0,46.0,0.0,21.0,35.0,8.0,6.0,92.0,31.0,0.0,15.0,55.0,31.0,0.0,0.0,34.0,59.0,33.0,0.0,37.0,32.0,0.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,28.0,21.0,3.0,22.0,14.0,9.0,10.0,2.0,0.0,57.0,6.0,18.0,15.0,29.0,47.0,0.0,59.0,7.0,133.0,24.0,84.0,9.0,34.0,145.0,133.0,195.0,29.0,19.0,31.0,0.0,40.0,3.0,88.0,12.0,0.0,5.0,37.0,0.0,11.0,95.0,0.0,85.0,0.0,0.0,16.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3.0,48.0,10.0,9.0,10.0,0.0,17.0,0.0,10.0,0.0,10.0,8.0,61.0,8.0,7.0,8.0,32.0,97.0,29.0,0.0,0.0,68.0,20.0,0.0,94.0,2.0,7.0,33.0,10.0,17.0,8.0,2.0,0.0,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,14.0,8.0,1.0,9.0,25.0,48.0,0.0,0.0,3.0,8.0,0.0,38.0,6.0,2.0,0.0,30.0,14.0,97.0,13.0,9.0,41.0,20.0,27.0,7.0,11.0,6.0,10.0,58.0,29.0,91.0,0.0,0.0,6.0,5.0,5.0,21.0,2.0,52.0,0.0,49.0,17.0,6.0,0.0,0.0,35.0,6.0,40.0,11.0,5.0,27.0,17.0,10.0,14.0,7.0,19.0,1.0,0.0,4.0,3.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,38.0,24.0,8.0,26.0,0.0,7.0,8.0,18.0,12.0,11.0,0.0,0.0,37.0,5.0,19.0,14.0,11.0,6.0,5.0,16.0,0.0,0.0,20.0,28.0,5.0,8.0,3.0,22.0,0.0,2.0,15.0,11.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,18.0,3.0,0.0,4.0,0.0,13.0,0.0,1.0,11.0,0.0,20.0,7.0,9.0,55.0,5.0,5.0,42.0,0.0,2.0,131.0,10.0,0.0,0.0,138.0,0.0,8.0,0.0,3.0,139.0,283.0,88.0,27.0,18.0,55.0,0.0,11.0,23.0,0.0,11.0,0.0,0.0,117.0,58.0,0.0,0.0,43.0,24.0,153.0,0.0,41.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,13.0,21.0,2.0,0.0,0.0,13.0,9.0,3.0,26.0,5.0,0.0,3.0,90.0,43.0,12.0,23.0,39.0,31.0,16.0,20.0,0.0,2.0,17.0,19.0,3.0,29.0,5.0,4.0,10.0,0.0,13.0,7.0,4.0,2.0,2.0,4.0,38.0,0.0,21.0,7.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3.0,38.0,30.0,9.0,9.0,12.0,26.0,0.0,23.0,0.0,2.0,12.0,15.0,19.0,6.0,0.0,65.0,47.0,0.0,0.0,39.0,62.0,169.0,109.0,0.0,47.0,23.0,8.0,10.0,0.0,17.0,81.0,0.0,76.0,0.0,2.0,26.0,31.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6.0,0.0,19.0,17.0,42.0,13.0,11.0,0.0,8.0,21.0,18.0,2.0,11.0,18.0,13.0,6.0,6.0,1.0,20.0,0.0,0.0,12.0,10.0,12.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,19.0,32.0,0.0,19.0,10.0,10.0,49.0,1.0,12.0,30.0,13.0,5.0,4.0,28.0,58.0,0.0,14.0,4.0,33.0,1.0,3.0,116.0,20.0,0.0,36.0,63.0,2.0,17.0,30.0,0.0,31.0,101.0,24.0,11.0,31.0,121.0,5.0,292.0,152.0,28.0,0.0,45.0,92.0,33.0,27.0,0.0,37.0,66.0,44.0,56.0,179.0,157.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,22.0,11.0,20.0,17.0,30.0,0.0,22.0,50.0,0.0,28.0,0.0,7.0,127.0,21.0,32.0,0.0,0.0,12.0,2.0,9.0,10.0,16.0,21.0,6.0,33.0,8.0,17.0,2.0,63.0,32.0,30.0,71.0,4.0,60.0,0.0,12.0,15.0,1.0,54.0,3.0,0.0,31.0,33.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,21.0,9.0,23.0,6.0,8.0,0.0,9.0,32.0,17.0,6.0,14.0,34.0,52.0,0.0,0.0,6.0,0.0,0.0,7.0,11.0,9.0,0.0,24.0,28.0,39.0,10.0,11.0,13.0,11.0,134.0,36.0,0.0,0.0,97.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,16.0,6.0,23.0,24.0,32.0,30.0,7.0,19.0,0.0,3.0,53.0,43.0,0.0,39.0,77.0,0.0,18.0,42.0,100.0,0.0,58.0,0.0,11.0,0.0,0.0,0.0,6.0,8.0,0.0,76.0,0.0,0.0,0.0,33.0,16.0,56.0,112.0,0.0,60.0,0.0,0.0,22.0,0.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,12.0,1.0,16.0,43.0,0.0,13.0,45.0,7.0,26.0,62.0,10.0,6.0,0.0,6.0,0.0,19.0,0.0,9.0,3.0,6.0,0.0,5.0,2.0,1.0,8.0,17.0,19.0,28.0,15.0,3.0,35.0,18.0,18.0,22.0,21.0,12.0,19.0,5.0,8.0,25.0,32.0,45.0,27.0,18.0,6.0,13.0,31.0,9.0,58.0,23.0,2.0,9.0,50.0,2.0,13.0,0.0,0.0,27.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,19.0,11.0,13.0,8.0,33.0,7.0,12.0,11.0,18.0,8.0,59.0,28.0,126.0,5.0,10.0,28.0,0.0,11.0,0.0,15.0,18.0,21.0,18.0,17.0,28.0,34.0,0.0,59.0,55.0,0.0,0.0,21.0,20.0,0.0,17.0,18.0,61.0,61.0,16.0,48.0,90.0,11.0,0.0,2.0,17.0,22.0,0.0,13.0,1.0,10.0,0.0,0.0,8.0,212.0,5.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0,0.0,17.0,6.0,47.0,0.0,25.0,20.0,0.0,3.0,14.0,0.0,48.0,24.0,8.0,192.0,0.0,0.0,0.0,0.0,29.0,96.0,17.0,0.0,0.0,6.0,0.0,9.0,248.0,24.0,32.0,32.0,21.0,18.0,0.0,112.0,9.0,0.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0,24.0,13.0,1.0,40.0,16.0,9.0,0.0,0.0,37.0,30.0,15.0,19.0,1.0,2.0,39.0,3.0,14.0,9.0,15.0,0.0,21.0,0.0,19.0,226.0,109.0,22.0,0.0,6.0,0.0,24.0,60.0,0.0,70.0,32.0,0.0,4.0,23.0,44.0,34.0,108.0,4.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,33.0,75.0,10.0,0.0,0.0,9.0,23.0,20.0,12.0,0.0,14.0,32.0,5.0,0.0,2.0,53.0,9.0,59.0,9.0,1.0,22.0,7.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,15.0,0.0,21.0,0.0,24.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,34.0,17.0,6.0,4.0,22.0,47.0,20.0,0.0,10.0,22.0,30.0,9.0,21.0,70.0,0.0,0.0,29.0,3.0,7.0,9.0,0.0,72.0,24.0,3.0,37.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,49.0,4.0,30.0,28.0,13.0,45.0,0.0,17.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,70.0,13.0,0.0,0.0,160.0,0.0,90.0,23.0,0.0,47.0,46.0,0.0,0.0,0.0,159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,15.0,4.0,13.0,9.0,3.0,10.0,19.0,3.0,47.0,59.0,25.0,71.0,41.0,2.0,14.0,0.0,62.0,33.0,80.0,119.0,34.0,27.0,0.0,0.0,179.0,42.0,78.0,36.0,106.0,17.0,0.0,62.0,4.0,46.0,339.0,51.0,9.0,4.0,0.0,5.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,19.0,18.0,11.0,21.0,0.0,11.0,21.0,12.0,18.0,38.0,12.0,4.0,2.0,12.0,42.0,19.0,0.0,88.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4.0,7.0,24.0,2.0,18.0,4.0,1.0,5.0,15.0,15.0,5.0,15.0,21.0,11.0,0.0,0.0,9.0,70.0,46.0,11.0,87.0,5.0,0.0,14.0,43.0,90.0,22.0,71.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,14.0,9.0,3.0,66.0,0.0,0.0,16.0,17.0,0.0,27.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,9.0,9.0,0.0,2.0,24.0,17.0,0.0,16.0,23.0,54.0,23.0,11.0,12.0,33.0,27.0,32.0,4.0,20.0,0.0,39.0,21.0,0.0,53.0,7.0,8.0,0.0,68.0,56.0,45.0,10.0,27.0,115.0,32.0,16.0,0.0,95.0,5.0,0.0,0.0,48.0,0.0,5.0,222.0,25.0,0.0,24.0,0.0,0.0,31.0,17.0,115.0,0.0,44.0,0.0,32.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,267.0,11.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,6.0,0.0,7.0,20.0,46.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,14.0,30.0,0.0,125.0,85.0,26.0,0.0,2.0,7.0,0.0,0.0,17.0,10.0,12.0,57.0,22.0,52.0,21.0,5.0,0.0,2.0,42.0,5.0,48.0,18.0,13.0,0.0,100.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,19.0,5.0,20.0,0.0,125.0,15.0,0.0,7.0,5.0,27.0,0.0,0.0,12.0,107.0,125.0,0.0,0.0,0.0,0.0,122.0,0.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0,0.0,34.0,4.0,12.0,15.0,0.0,49.0,46.0,26.0,103.0,10.0,171.0,0.0,30.0,144.0,12.0,0.0,21.0,0.0,0.0,16.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0,12.0,28.0,18.0,29.0,30.0,14.0,50.0,0.0,0.0,84.0,30.0,15.0,63.0,0.0,2.0,0.0,0.0,152.0,177.0,119.0,125.0,76.0,75.0,48.0,90.0,20.0,7.0,153.0,21.0,0.0,214.0,101.0,0.0,71.0,22.0,28.0,0.0,40.0,118.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,12.0,7.0,15.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2.0,18.0,23.0,36.0,30.0,3.0,0.0,18.0,0.0,0.0,20.0,11.0,0.0,0.0,13.0,0.0,194.0,117.0,0.0,0.0,11.0,237.0,11.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,16.0,20.0,14.0,11.0,18.0,23.0,1.0,76.0,9.0,13.0,31.0,55.0,63.0,290.0,25.0,173.0,7.0,63.0,356.0,32.0,0.0,30.0,9.0,11.0,16.0,0.0,0.0,23.0,46.0,0.0,0.0,0.0,0.0,1.0,24.0,15.0,0.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6.0,27.0,15.0,10.0,10.0,6.0,0.0,18.0,7.0,24.0,8.0,1.0,4.0,12.0,8.0,0.0,48.0,37.0,3.0,13.0,20.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,13.0,6.0,18.0,0.0,0.0,22.0,7.0,3.0,16.0,0.0,15.0,21.0,6.0,7.0,18.0,0.0,16.0,10.0,20.0,11.0,11.0,0.0,6.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,9.0,8.0,13.0,9.0,8.0,4.0,5.0,14.0,20.0,5.0,16.0,36.0,21.0,14.0,5.0,28.0,16.0,17.0,7.0,45.0,30.0,13.0,13.0,63.0,12.0,59.0,2.0,100.0,33.0,69.0,53.0,101.0,27.0,382.0,63.0,48.0,85.0,57.0,37.0,20.0,169.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,33.0,0.0,3.0,11.0,44.0,4.0,28.0,15.0,11.0,11.0,10.0,0.0,26.0,100.0,48.0,75.0,0.0,185.0,106.0,34.0,34.0,0.0,166.0,60.0,18.0,0.0,1.0,0.0,0.0,55.0,0.0,30.0,135.0,37.0,112.0,0.0,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,21.0,0.0,12.0,54.0,20.0,59.0,30.0,32.0,3.0,41.0,18.0,66.0,63.0,64.0,56.0,43.0,8.0,24.0,20.0,10.0,17.0,66.0,105.0,9.0,0.0,4.0,31.0,26.0,12.0,0.0,17.0,0.0,24.0,0.0,40.0,0.0,15.0,50.0,2.0,0.0,0.0,31.0,3.0,0.0,0.0,42.0,30.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,239.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,12.0,25.0,16.0,4.0,7.0,4.0,31.0,16.0,0.0,21.0,21.0,0.0,0.0,19.0,20.0,30.0,12.0,118.0,20.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,18.0,11.0,2.0,0.0,43.0,13.0,0.0,0.0,29.0,0.0,34.0,0.0,13.0,8.0,23.0,4.0,17.0,0.0,9.0,0.0,3.0,13.0,33.0,0.0,0.0,3.0,0.0,23.0,24.0,0.0,0.0,4.0,191.0,204.0,180.0,0.0,0.0,23.0,0.0,20.0,31.0,10.0,1.0,0.0,3.0,7.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,11.0,30.0,24.0,12.0,23.0,0.0,18.0,42.0,17.0,3.0,12.0,28.0,0.0,13.0,26.0,32.0,54.0,107.0,7.0,1.0,19.0,12.0,5.0,3.0,0.0,46.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,11.0,0.0,85.0,12.0,34.0,0.0,141.0,18.0,0.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22.0,10.0,28.0,3.0,11.0,0.0,59.0,2.0,20.0,15.0,0.0,10.0,28.0,8.0,6.0,18.0,0.0,10.0,1.0,0.0,57.0,63.0,117.0,49.0,13.0,0.0,2.0,265.0,17.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,58.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,10.0,21.0,9.0,2.0,11.0,1.0,16.0,2.0,16.0,18.0,22.0,0.0,20.0,55.0,0.0,0.0,0.0,49.0,46.0,39.0,32.0,7.0,71.0,3.0,78.0,0.0,97.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,49.0,0.0,14.0,49.0,0.0,0.0,62.0,0.0,15.0,33.0,0.0,18.0,89.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,18.0,18.0,20.0,19.0,18.0,11.0,0.0,0.0,34.0,5.0,46.0,19.0,10.0,5.0,47.0,52.0,11.0,0.0,0.0,45.0,0.0,0.0,23.0,81.0,4.0,143.0,8.0,14.0,312.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.0,0.0,63.0,35.0,40.0,1.0,4.0,39.0,0.0,0.0,52.0,14.0,33.0,0.0,23.0,0.0,11.0,0.0,13.0,7.0,35.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,93.0,49.0,0.0,45.0,33.0,6.0,88.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,7.0,28.0,10.0,12.0,0.0,11.0,19.0,25.0,30.0,10.0,21.0,5.0,71.0,28.0,146.0,1.0,47.0,74.0,50.0,63.0,25.0,358.0,0.0,47.0,37.0,26.0,9.0,68.0,57.0,112.0,71.0,30.0,28.0,26.0,27.0,46.0,3.0,0.0,0.0,663.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
