,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
50,11.0,7.0,0.0,25.0,3.0,6.0,0.0,0.0,0.0,220.0,66.0,74.0,1.0,60.0,39.0,64.0,21.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,193.0,0.0,87.0,0.0,0.0,101.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,7.0,7.0,15.0,45.0,6.0,13.0,39.0,2.0,13.0,10.0,13.0,51.0,6.0,14.0,19.0,7.0,97.0,39.0,26.0,1.0,100.0,34.0,7.0,0.0,9.0,20.0,15.0,15.0,23.0,11.0,0.0,11.0,23.0,15.0,0.0,9.0,10.0,7.0,13.0,0.0,32.0,216.0,56.0,150.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,32.0,10.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,4.0,6.0,15.0,0.0,36.0,4.0,25.0,15.0,0.0,2.0,15.0,14.0,5.0,0.0,5.0,18.0,0.0,0.0,18.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0,9.0,30.0,18.0,0.0,24.0,32.0,7.0,56.0,21.0,24.0,87.0,0.0,52.0,58.0,56.0,81.0,102.0,222.0,17.0,9.0,13.0,16.0,0.0,11.0,11.0,0.0,26.0,59.0,38.0,43.0,53.0,0.0,112.0,246.0,175.0,22.0,0.0,5.0,26.0,0.0,0.0,0.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14.0,8.0,40.0,29.0,21.0,48.0,16.0,0.0,1.0,14.0,7.0,29.0,16.0,11.0,22.0,0.0,17.0,4.0,28.0,0.0,2.0,0.0,0.0,14.0,5.0,0.0,0.0,22.0,117.0,42.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,26.0,34.0,17.0,22.0,37.0,0.0,25.0,0.0,23.0,24.0,22.0,18.0,93.0,13.0,35.0,59.0,7.0,114.0,32.0,76.0,46.0,43.0,8.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,12.0,0.0,14.0,15.0,0.0,53.0,32.0,43.0,44.0,43.0,29.0,83.0,0.0,0.0,0.0,0.0,113.0,120.0,26.0,252.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,21.0,13.0,22.0,9.0,1.0,14.0,24.0,0.0,19.0,9.0,8.0,20.0,12.0,12.0,72.0,0.0,32.0,88.0,0.0,0.0,0.0,4.0,7.0,14.0,6.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6.0,11.0,17.0,22.0,5.0,18.0,21.0,26.0,10.0,17.0,6.0,24.0,11.0,22.0,46.0,3.0,27.0,20.0,11.0,26.0,17.0,47.0,4.0,41.0,64.0,26.0,94.0,31.0,19.0,0.0,6.0,0.0,0.0,0.0,328.0,0.0,0.0,18.0,20.0,136.0,0.0,86.0,0.0,15.0,0.0,153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,21.0,23.0,21.0,2.0,33.0,33.0,8.0,0.0,18.0,27.0,4.0,19.0,9.0,2.0,15.0,20.0,197.0,0.0,2.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,253.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,16.0,6.0,0.0,44.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,43.0,0.0,23.0,64.0,0.0,90.0,6.0,46.0,16.0,111.0,22.0,13.0,1.0,20.0,0.0,0.0,106.0,0.0,0.0,262.0,280.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,9.0,6.0,18.0,25.0,10.0,22.0,7.0,37.0,25.0,8.0,13.0,23.0,22.0,15.0,8.0,47.0,5.0,0.0,11.0,10.0,39.0,7.0,5.0,14.0,0.0,0.0,0.0,61.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,10.0,11.0,0.0,15.0,25.0,66.0,31.0,0.0,25.0,22.0,0.0,30.0,99.0,39.0,39.0,95.0,94.0,3.0,0.0,7.0,74.0,27.0,30.0,51.0,133.0,45.0,38.0,19.0,22.0,97.0,37.0,77.0,74.0,5.0,6.0,535.0,0.0,30.0,113.0,61.0,22.0,177.0,47.0,59.0,84.0,33.0,0.0,17.0,20.0,14.0,8.0,16.0,27.0,22.0,24.0,0.0,42.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0,18.0,21.0,0.0,13.0,5.0,38.0,39.0,8.0,6.0,1.0,33.0,8.0,20.0,6.0,24.0,17.0,6.0,0.0,63.0,59.0,16.0,22.0,0.0,39.0,6.0,40.0,59.0,0.0,43.0,0.0,0.0,48.0,92.0,1.0,12.0,0.0,21.0,231.0,19.0,0.0,35.0,0.0,21.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4.0,22.0,3.0,1.0,26.0,30.0,5.0,1.0,26.0,6.0,56.0,0.0,18.0,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,11.0,0.0,13.0,15.0,0.0,16.0,6.0,32.0,8.0,138.0,49.0,6.0,0.0,68.0,32.0,5.0,0.0,15.0,13.0,47.0,18.0,7.0,0.0,8.0,0.0,0.0,43.0,0.0,34.0,7.0,0.0,22.0,14.0,8.0,5.0,18.0,55.0,0.0,150.0,70.0,48.0,8.0,56.0,11.0,0.0,18.0,0.0,22.0,0.0,16.0,0.0,1.0,0.0,0.0,32.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,16.0,10.0,11.0,60.0,391.0,36.0,47.0,4.0,18.0,0.0,21.0,108.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
66,8.0,14.0,15.0,11.0,16.0,1.0,29.0,0.0,0.0,13.0,52.0,22.0,0.0,5.0,0.0,75.0,0.0,21.0,71.0,28.0,0.0,0.0,0.0,70.0,0.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,19.0,44.0,10.0,6.0,22.0,5.0,11.0,11.0,0.0,29.0,11.0,0.0,10.0,11.0,0.0,31.0,0.0,0.0,4.0,7.0,27.0,0.0,77.0,13.0,0.0,0.0,0.0,19.0,54.0,9.0,83.0,166.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,19.0,11.0,20.0,19.0,19.0,2.0,9.0,52.0,5.0,7.0,9.0,18.0,10.0,46.0,17.0,65.0,0.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,4.0,0.0,16.0,3.0,43.0,0.0,0.0,39.0,16.0,6.0,0.0,14.0,6.0,6.0,5.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,19.0,32.0,1.0,0.0,9.0,10.0,18.0,0.0,1.0,24.0,0.0,39.0,54.0,6.0,5.0,7.0,27.0,6.0,124.0,0.0,48.0,28.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,7.0,10.0,3.0,9.0,6.0,18.0,14.0,11.0,67.0,17.0,16.0,0.0,20.0,0.0,66.0,10.0,10.0,16.0,21.0,0.0,45.0,37.0,0.0,3.0,1.0,32.0,8.0,19.0,24.0,0.0,11.0,44.0,34.0,5.0,0.0,0.0,0.0,2.0,8.0,5.0,7.0,20.0,17.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,16.0,46.0,6.0,32.0,10.0,1.0,28.0,12.0,8.0,11.0,14.0,12.0,2.0,8.0,31.0,95.0,43.0,33.0,15.0,92.0,0.0,39.0,30.0,0.0,10.0,20.0,2.0,58.0,0.0,26.0,44.0,92.0,187.0,26.0,148.0,74.0,79.0,0.0,65.0,49.0,104.0,105.0,20.0,47.0,26.0,29.0,190.0,110.0,16.0,15.0,0.0,99.0,19.0,0.0,5.0,113.0,29.0,0.0,413.0,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,22.0,0.0,0.0,18.0,21.0,5.0,0.0,31.0,26.0,16.0,63.0,18.0,137.0,6.0,105.0,0.0,206.0,162.0,99.0,97.0,20.0,61.0,33.0,0.0,0.0,74.0,362.0,75.0,119.0,35.0,34.0,25.0,0.0,36.0,0.0,13.0,2.0,0.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,21.0,26.0,36.0,18.0,10.0,32.0,24.0,12.0,39.0,6.0,11.0,42.0,10.0,27.0,17.0,52.0,50.0,17.0,116.0,82.0,77.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,12.0,0.0,13.0,27.0,12.0,4.0,9.0,12.0,11.0,18.0,20.0,16.0,21.0,6.0,38.0,9.0,0.0,15.0,0.0,51.0,50.0,9.0,3.0,8.0,38.0,149.0,0.0,20.0,41.0,0.0,0.0,0.0,0.0,18.0,0.0,112.0,72.0,166.0,15.0,100.0,48.0,2.0,89.0,21.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,18.0,13.0,17.0,21.0,1.0,0.0,18.0,0.0,0.0,40.0,54.0,36.0,337.0,230.0,282.0,260.0,6.0,18.0,37.0,66.0,50.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6.0,14.0,19.0,8.0,51.0,4.0,0.0,3.0,0.0,11.0,26.0,19.0,3.0,2.0,1.0,28.0,0.0,30.0,24.0,0.0,4.0,37.0,10.0,7.0,3.0,2.0,4.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,16.0,18.0,4.0,0.0,9.0,6.0,12.0,10.0,16.0,13.0,14.0,0.0,13.0,42.0,16.0,1.0,0.0,10.0,22.0,4.0,0.0,3.0,11.0,33.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,15.0,29.0,9.0,31.0,54.0,3.0,5.0,8.0,0.0,0.0,11.0,28.0,9.0,7.0,23.0,29.0,29.0,38.0,20.0,24.0,21.0,0.0,0.0,36.0,53.0,24.0,5.0,0.0,15.0,12.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,246.0,64.0,164.0,21.0,0.0,11.0,0.0,444.0,137.0,0.0,351.0,10.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,19.0,0.0,0.0,0.0,0.0,19.0,42.0,36.0,60.0,32.0,72.0,6.0,35.0,17.0,22.0,13.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0,4.0,13.0,10.0,7.0,27.0,58.0,33.0,50.0,0.0,15.0,70.0,15.0,19.0,55.0,8.0,29.0,19.0,18.0,110.0,21.0,79.0,97.0,4.0,59.0,0.0,5.0,29.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0,16.0,24.0,41.0,0.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,18.0,6.0,7.0,0.0,33.0,0.0,0.0,15.0,27.0,20.0,3.0,36.0,4.0,41.0,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,8.0,17.0,7.0,21.0,16.0,16.0,12.0,20.0,11.0,6.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,22.0,18.0,34.0,8.0,26.0,0.0,35.0,21.0,1.0,0.0,4.0,12.0,1.0,0.0,0.0,3.0,40.0,8.0,20.0,8.0,10.0,32.0,31.0,0.0,0.0,89.0,0.0,21.0,0.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0,24.0,21.0,5.0,33.0,18.0,114.0,11.0,47.0,3.0,14.0,106.0,27.0,55.0,2.0,54.0,16.0,0.0,150.0,3.0,121.0,30.0,3.0,8.0,27.0,12.0,0.0,84.0,30.0,43.0,0.0,23.0,95.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,16.0,0.0,5.0,0.0,12.0,12.0,2.0,58.0,12.0,22.0,0.0,1.0,0.0,17.0,57.0,8.0,0.0,38.0,0.0,124.0,2.0,39.0,14.0,0.0,1.0,105.0,138.0,144.0,31.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.0,36.0,0.0,19.0,2.0,11.0,24.0,31.0,5.0,0.0,21.0,0.0,0.0,0.0,4.0,13.0,3.0,8.0,21.0,32.0,0.0,0.0,9.0,7.0,9.0,4.0,13.0,0.0,3.0,11.0,18.0,7.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,,,,,,
88,22.0,29.0,0.0,17.0,22.0,2.0,13.0,0.0,67.0,13.0,0.0,0.0,4.0,49.0,10.0,38.0,1.0,0.0,5.0,101.0,23.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,63.0,0.0,3.0,11.0,97.0,71.0,34.0,7.0,1.0,30.0,0.0,2.0,39.0,0.0,1.0,30.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,9.0,12.0,26.0,0.0,36.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,28.0,0.0,105.0,0.0,300.0,61.0,22.0,134.0,0.0,30.0,1.0,17.0,13.0,54.0,0.0,28.0,15.0,11.0,0.0,1.0,374.0,94.0,13.0,0.0,0.0,0.0,11.0,0.0,5.0,41.0,0.0,25.0,19.0,0.0,0.0,262.0,84.0,374.0,0.0,250.0,15.0,0.0,248.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5.0,4.0,33.0,11.0,13.0,11.0,13.0,7.0,18.0,29.0,10.0,19.0,0.0,38.0,7.0,53.0,15.0,0.0,0.0,0.0,19.0,49.0,0.0,65.0,9.0,5.0,0.0,9.0,12.0,153.0,603.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,26.0,17.0,14.0,0.0,9.0,30.0,13.0,0.0,5.0,6.0,160.0,112.0,23.0,81.0,61.0,61.0,0.0,36.0,31.0,78.0,23.0,189.0,27.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,24.0,3.0,8.0,0.0,1.0,10.0,21.0,0.0,11.0,5.0,0.0,22.0,0.0,31.0,0.0,15.0,3.0,30.0,0.0,45.0,3.0,4.0,18.0,67.0,54.0,42.0,41.0,2.0,41.0,0.0,210.0,40.0,67.0,0.0,43.0,48.0,3.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,70.0,0.0,45.0,18.0,36.0,447.0,317.0,0.0,33.0,38.0,42.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,14.0,2.0,8.0,25.0,8.0,26.0,2.0,3.0,43.0,44.0,14.0,0.0,42.0,15.0,7.0,39.0,52.0,24.0,0.0,43.0,31.0,5.0,6.0,33.0,5.0,0.0,0.0,199.0,3.0,14.0,5.0,24.0,25.0,0.0,27.0,21.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,48.0,12.0,23.0,2.0,10.0,32.0,7.0,50.0,18.0,9.0,15.0,13.0,0.0,0.0,13.0,149.0,71.0,37.0,77.0,68.0,11.0,112.0,0.0,29.0,19.0,58.0,33.0,29.0,15.0,4.0,29.0,45.0,62.0,13.0,7.0,84.0,0.0,0.0,84.0,298.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10.0,5.0,0.0,16.0,11.0,15.0,21.0,0.0,10.0,18.0,6.0,21.0,26.0,15.0,107.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,39.0,42.0,0.0,0.0,0.0,69.0,24.0,28.0,116.0,72.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,11.0,19.0,9.0,9.0,16.0,15.0,15.0,6.0,34.0,13.0,0.0,27.0,4.0,18.0,15.0,16.0,15.0,0.0,0.0,0.0,50.0,25.0,2.0,77.0,300.0,524.0,21.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8.0,6.0,0.0,5.0,0.0,0.0,41.0,0.0,0.0,2.0,38.0,24.0,16.0,12.0,6.0,0.0,10.0,109.0,85.0,15.0,56.0,64.0,0.0,0.0,20.0,0.0,12.0,0.0,90.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,9.0,12.0,0.0,26.0,54.0,24.0,48.0,10.0,0.0,12.0,0.0,0.0,0.0,55.0,6.0,37.0,10.0,133.0,0.0,8.0,10.0,75.0,7.0,63.0,0.0,31.0,0.0,0.0,299.0,16.0,21.0,0.0,0.0,4.0,64.0,0.0,105.0,18.0,0.0,3.0,14.0,117.0,37.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6.0,15.0,18.0,7.0,24.0,13.0,14.0,9.0,2.0,2.0,38.0,14.0,15.0,68.0,18.0,78.0,47.0,0.0,0.0,23.0,18.0,37.0,16.0,0.0,29.0,26.0,39.0,9.0,0.0,11.0,46.0,12.0,185.0,0.0,54.0,19.0,6.0,0.0,124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2.0,0.0,18.0,3.0,22.0,4.0,0.0,22.0,35.0,15.0,0.0,8.0,50.0,16.0,17.0,0.0,99.0,0.0,14.0,12.0,0.0,0.0,145.0,0.0,38.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,9.0,3.0,22.0,14.0,10.0,12.0,14.0,9.0,41.0,0.0,86.0,0.0,7.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,6.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,14.0,4.0,426.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,41.0,39.0,0.0,7.0,2.0,15.0,1.0,9.0,25.0,3.0,8.0,0.0,43.0,40.0,0.0,40.0,0.0,12.0,30.0,0.0,21.0,1.0,0.0,40.0,0.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4.0,32.0,10.0,0.0,67.0,0.0,13.0,33.0,20.0,12.0,27.0,11.0,6.0,0.0,0.0,7.0,0.0,0.0,27.0,49.0,11.0,66.0,0.0,13.0,46.0,0.0,0.0,47.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,17.0,12.0,0.0,10.0,22.0,57.0,14.0,7.0,51.0,7.0,2.0,39.0,94.0,60.0,140.0,60.0,0.0,0.0,0.0,17.0,21.0,0.0,10.0,33.0,37.0,62.0,78.0,53.0,110.0,22.0,54.0,2.0,102.0,48.0,167.0,135.0,19.0,82.0,326.0,124.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
