,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,EventCategory,EventCountry,EventDate,EventRounds,EventType,PlyCount,Source,SourceDate,SourceQuality,SourceTitle,SourceVersion,SourceVersionDate,WhiteElo,BlackTeam,WhiteTeam
0,Marshall GM Norm 2020,New York USA,2020.02.27,1.2,"Wang, K.","Niemann, Hans Moke",0-1,2459,B22,8,USA,2020.02.27,9,tourn,84,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2418,,
1,Marshall GM Norm 2020,New York USA,2020.02.27,2.4,"Niemann, Hans Moke","Korley, K.",1-0,2430,D37,8,USA,2020.02.27,9,tourn,129,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2459,,
2,Marshall GM Norm 2020,New York USA,2020.02.28,3.3,"Perunovic, Mil","Niemann, Hans Moke",1-0,2459,B69,8,USA,2020.02.27,9,tourn,143,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2591,,
3,Marshall GM Norm 2020,New York USA,2020.02.28,4.3,"Niemann, Hans Moke","Kaliksteyn, A.",1-0,2394,A06,8,USA,2020.02.27,9,tourn,63,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2459,,
4,Marshall GM Norm 2020,New York USA,2020.02.29,5.4,"Paragua, M.","Niemann, Hans Moke",1-0,2459,C26,8,USA,2020.02.27,9,tourn,55,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2513,,
5,Marshall GM Norm 2020,New York USA,2020.02.29,6.2,"Niemann, Hans Moke",Wang Qibiao,0-1,2362,D35,8,USA,2020.02.27,9,tourn,92,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2459,,
6,Marshall GM Norm 2020,New York USA,2020.03.01,7.5,"Yoo, Christopher Woojin","Niemann, Hans Moke",0-1,2459,C65,8,USA,2020.02.27,9,tourn,44,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2430,,
7,Marshall GM Norm 2020,New York USA,2020.03.01,8.2,"Khamrakulov, D.","Niemann, Hans Moke",1/2-1/2,2459,A05,8,USA,2020.02.27,9,tourn,14,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2525,,
8,Marshall GM Norm 2020,New York USA,2020.03.02,9.1,"Niemann, Hans Moke","Colas, Joshua",1-0,2319,B10,8,USA,2020.02.27,9,tourn,91,Mark Crowther,2020.03.02,2,The Week in Chess 1321,1,2020.03.02,2459,,
9,CCCSA Fall GM 2020,Charlotte USA,2020.09.30,1.5,"Niemann, Hans Moke","Daggupati, Balaji",1-0,2331,A09,8,USA,2020.09.30,9,tourn,53,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2465,,
10,CCCSA Fall GM 2020,Charlotte USA,2020.10.01,2.2,"Liang, Jason","Niemann, Hans Moke",1/2-1/2,2465,C60,8,USA,2020.09.30,9,tourn,182,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2367,,
11,CCCSA Fall GM 2020,Charlotte USA,2020.10.01,3.4,"Niemann, Hans Moke","Stremavicius, T.",1-0,2517,B08,8,USA,2020.09.30,9,tourn,61,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2465,,
12,CCCSA Fall GM 2020,Charlotte USA,2020.10.02,4.3,"Fernandez, Dani","Niemann, Hans Moke",1/2-1/2,2465,C46,8,USA,2020.09.30,9,tourn,100,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2470,,
13,CCCSA Fall GM 2020,Charlotte USA,2020.10.02,5.1,"Niemann, Hans Moke","Gauri, S.",1-0,2353,E15,8,USA,2020.09.30,9,tourn,99,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2465,,
14,CCCSA Fall GM 2020,Charlotte USA,2020.10.03,6.4,"Ostrovskiy, Al","Niemann, Hans Moke",0-1,2465,C55,8,USA,2020.09.30,9,tourn,56,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2427,,
15,CCCSA Fall GM 2020,Charlotte USA,2020.10.03,7.2,"Niemann, Hans Moke","Mista, A.",1/2-1/2,2574,D30,8,USA,2020.09.30,9,tourn,11,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2465,,
16,CCCSA Fall GM 2020,Charlotte USA,2020.10.04,8.5,"Mishra, Abhimanyu","Niemann, Hans Moke",0-1,2465,C55,8,USA,2020.09.30,9,tourn,112,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2342,,
17,CCCSA Fall GM 2020,Charlotte USA,2020.10.05,9.5,"Niemann, Hans Moke","Dragun, K.",1/2-1/2,2561,E92,8,USA,2020.09.30,9,tourn,12,Mark Crowther,2020.10.05,2,The Week in Chess 1352,1,2020.10.05,2465,,
18,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.20,1,"Oberoi, Shelev","Niemann, Hans Moke",0-1,2465,C45,,USA,2020.10.20,9,swiss,54,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2101,,
19,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.21,2,"Niemann, Hans Moke","Lenderman, A.",0-1,2634,E10,,USA,2020.10.20,9,swiss,90,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2465,,
20,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.21,3,"Chen, Ryo","Niemann, Hans Moke",1-0,2465,B58,,USA,2020.10.20,9,swiss,99,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2085,,
21,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.22,4,"Niemann, Hans Moke","Proleiko, Julian",1-0,2131,A09,,USA,2020.10.20,9,swiss,81,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2465,,
22,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.22,5,"Lu, Ming","Niemann, Hans Moke",0-1,2465,A27,,USA,2020.10.20,9,swiss,80,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2084,,
23,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.23,6,"Niemann, Hans Moke","Colas, Joshua",0-1,2255,E04,,USA,2020.10.20,9,swiss,170,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2465,,
24,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.24,7,"Daggupati, Balaji","Niemann, Hans Moke",0-1,2465,C11,,USA,2020.10.20,9,swiss,80,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2331,,
25,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.24,8,"Niemann, Hans Moke","Antova, Gabriela",1-0,2238,A14,,USA,2020.10.20,9,swiss,77,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2465,,
26,SPICE Cup Open 2020,Chesterfield MO USA,2020.10.25,9,"Hakobyan, Aram","Niemann, Hans Moke",1-0,2465,E12,,USA,2020.10.20,9,swiss,191,Mark Crowther,2020.10.26,2,The Week in Chess 1355,2,2020.10.27,2588,,
27,US Class Master 2020,Dulles USA,2020.10.31,2,"Niemann, Hans Moke","Yu, Jennifer",1/2-1/2,2315,A09,,USA,2020.10.31,5,swiss,120,Mark Crowther,2020.11.09,2,The Week in Chess 1357,1,2020.11.09,2465,,
28,US Class Master 2020,Dulles USA,2020.11.01,3,"Tsay, Vincent","Niemann, Hans Moke",0-1,2465,A40,,USA,2020.10.31,5,swiss,51,Mark Crowther,2020.11.09,2,The Week in Chess 1357,1,2020.11.09,2266,,
29,US Class Master 2020,Dulles USA,2020.11.01,4,"Niemann, Hans Moke","Posthuma, Joshua",1-0,2339,B12,,USA,2020.10.31,5,swiss,173,Mark Crowther,2020.11.09,2,The Week in Chess 1357,1,2020.11.09,2465,,
30,US Class Master 2020,Dulles USA,2020.11.01,5,"Stukopin, A.","Niemann, Hans Moke",1/2-1/2,2465,C56,,USA,2020.10.31,5,swiss,48,Mark Crowther,2020.11.09,2,The Week in Chess 1357,1,2020.11.09,2566,,
31,7th Sunway Sitges 2020,Sitges ESP,2020.12.13,1.24,"Kanov, Nikola","Niemann, Hans Moke",0-1,2478,C55,,ESP,2020.12.13,10,swiss,88,Mark Crowther,2020.12.14,2,The Week in Chess 1362,1,2020.12.14,2079,,
32,7th Sunway Sitges 2020,Sitges ESP,2020.12.14,2.22,"Niemann, Hans Moke","Dalaud, Dorian",1-0,2291,D37,,ESP,2020.12.13,10,swiss,119,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2478,,
33,7th Sunway Sitges 2020,Sitges ESP,2020.12.15,3.5,"Santos Ruiz, Miguel","Niemann, Hans Moke",1-0,2478,C55,,ESP,2020.12.13,10,swiss,77,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2581,,
34,7th Sunway Sitges 2020,Sitges ESP,2020.12.16,4.19,"Niemann, Hans Moke","Souhardo, Basak",1-0,2276,E53,,ESP,2020.12.13,10,swiss,121,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2478,,
35,7th Sunway Sitges 2020,Sitges ESP,2020.12.17,5.13,"Carbonell Sancho, Marc","Niemann, Hans Moke",0-1,2478,C55,,ESP,2020.12.13,10,swiss,96,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2318,,
36,7th Sunway Sitges 2020,Sitges ESP,2020.12.19,6.5,"Niemann, Hans Moke","Cornette, M.",1-0,2558,D31,,ESP,2020.12.13,10,swiss,71,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2478,,
37,7th Sunway Sitges 2020,Sitges ESP,2020.12.20,7.2,"Niemann, Hans Moke","Moussard, J.",1/2-1/2,2626,D85,,ESP,2020.12.13,10,swiss,113,Mark Crowther,2020.12.21,2,The Week in Chess 1363,1,2020.12.21,2478,,
38,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.26,1.9,"Niemann, Hans Moke","Persico, Lorenzo",1-0,1946,D36,,ITA,2020.12.26,9,swiss,61,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2478,,
39,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.27,2.8,"Mitran, Anthony Cristian","Niemann, Hans Moke",0-1,2478,A45,,ITA,2020.12.26,9,swiss,60,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2157,,
40,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.27,3.1,"Bernadskiy, V.","Niemann, Hans Moke",1/2-1/2,2478,A20,,ITA,2020.12.26,9,swiss,109,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2619,,
41,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.28,4.4,"Niemann, Hans Moke","Dardha, Daniel",0-1,2485,B31,,ITA,2020.12.26,9,swiss,104,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2478,,
42,7th Sunway Sitges 2020,Sitges ESP,2020.12.21,8.2,"Cheparinov, I.","Niemann, Hans Moke",1-0,2478,D30,,ESP,2020.12.13,10,swiss,186,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2660,,
43,7th Sunway Sitges 2020,Sitges ESP,2020.12.22,9.8,"Niemann, Hans Moke","Maze, S.",1-0,2557,E47,,ESP,2020.12.13,10,swiss,43,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2478,,
44,7th Sunway Sitges 2020,Sitges ESP,2020.12.23,10.4,"Fier, A.","Niemann, Hans Moke",1-0,2478,C88,,ESP,2020.12.13,10,swiss,127,Mark Crowther,2020.12.28,2,The Week in Chess 1364,1,2020.12.28,2549,,
45,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.28,5.7,"Samoun, F.","Niemann, Hans Moke",1/2-1/2,2478,A22,,ITA,2020.12.26,9,swiss,97,Mark Crowther,2021.01.04,2,The Week in Chess 1365,1,2021.01.04,2293,,
46,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.29,6.8,"Niemann, Hans Moke","Orfini, Nicolo'",1-0,2278,E73,,ITA,2020.12.26,9,swiss,49,Mark Crowther,2021.01.04,2,The Week in Chess 1365,1,2021.01.04,2478,,
47,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.29,7.6,"Loiacono, Antonio","Niemann, Hans Moke",0-1,2478,C48,,ITA,2020.12.26,9,swiss,86,Mark Crowther,2021.01.04,2,The Week in Chess 1365,1,2021.01.04,2304,,
48,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.30,8.3,"Niemann, Hans Moke","Basso, Pier Luigi",1-0,2581,A09,,ITA,2020.12.26,9,swiss,103,Mark Crowther,2021.01.04,2,The Week in Chess 1365,1,2021.01.04,2478,,
49,5th Vergani Cup Dec 2020,Villorba ITA,2020.12.30,9.2,"Moroni, L.","Niemann, Hans Moke",1/2-1/2,2478,D31,,ITA,2020.12.26,9,swiss,24,Mark Crowther,2021.01.04,2,The Week in Chess 1365,1,2021.01.04,2562,,
50,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.04,3.3,"Niemann, Hans Moke","Checa, Nicolas",1-0,2527,D15,,ITA,2021.01.03,9,swiss,76,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2484,,
51,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.05,4.2,"Dardha, Daniel","Niemann, Hans Moke",1/2-1/2,2484,A46,,ITA,2021.01.03,9,swiss,106,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2485,,
52,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.05,5.1,"Bellahcene, B.","Niemann, Hans Moke",1/2-1/2,2484,C67,,ITA,2021.01.03,9,swiss,61,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2510,,
53,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.06,6.2,"Niemann, Hans Moke","Moroni, L.",1/2-1/2,2560,B06,,ITA,2021.01.03,9,swiss,106,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2484,,
54,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.06,7.4,"Niemann, Hans Moke","Bernadskiy, V.",1-0,2619,A40,,ITA,2021.01.03,9,swiss,97,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2484,,
55,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.07,8.3,"Bjerre, Jonas Buhl","Niemann, Hans Moke",1/2-1/2,2484,E18,,ITA,2021.01.03,9,swiss,51,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2552,,
56,5th Vergani Cup Jan 2021,Villorba ITA,2021.01.07,9.1,"Niemann, Hans Moke","Warmerdam, Max",1/2-1/2,2506,E75,,ITA,2021.01.03,9,swiss,46,Mark Crowther,2021.01.11,2,The Week in Chess 1366,2,2021.01.12,2484,,
57,Paracin Winter GM 2021,Paracin SRB,2021.01.29,1.4,"Niemann, Hans Moke","Vetokhin, Savva",1-0,2309,E52,6,SRB,2021.01.29,9,tourn,53,Mark Crowther,2021.02.01,2,The Week in Chess 1369,1,2021.02.01,2484,,
58,Paracin Winter GM 2021,Paracin SRB,2021.01.30,2.3,"Atalik, S.","Niemann, Hans Moke",0-1,2484,D30,6,SRB,2021.01.29,9,tourn,96,Mark Crowther,2021.02.01,2,The Week in Chess 1369,1,2021.02.01,2504,,
59,Paracin Winter GM 2021,Paracin SRB,2021.01.30,3.3,"Niemann, Hans Moke","Dudin, Gleb",1-0,2380,E04,6,SRB,2021.01.29,9,tourn,63,Mark Crowther,2021.02.01,2,The Week in Chess 1369,1,2021.02.01,2484,,
60,Paracin Winter GM 2021,Paracin SRB,2021.01.31,4.4,"Ratkovic, Milov","Niemann, Hans Moke",0-1,2484,E30,6,SRB,2021.01.29,9,tourn,142,Mark Crowther,2021.02.01,2,The Week in Chess 1369,1,2021.02.01,2433,,
61,Paracin Winter GM 2021,Paracin SRB,2021.01.31,5.2,"Niemann, Hans Moke","Durak, Can",1-0,2187,D37,6,SRB,2021.01.29,9,tourn,63,Mark Crowther,2021.02.01,2,The Week in Chess 1369,1,2021.02.01,2484,,
62,Paracin Winter GM 2021,Paracin SRB,2021.02.01,6.5,"Potpara, N.","Niemann, Hans Moke",1-0,2484,A13,6,SRB,2021.01.29,9,tourn,117,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2378,,
63,Paracin Winter GM 2021,Paracin SRB,2021.02.02,7.1,"Niemann, Hans Moke","Stankovic, Milo",1-0,2442,E06,6,SRB,2021.01.29,9,tourn,103,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2484,,
64,Paracin Winter GM 2021,Paracin SRB,2021.02.03,8.5,"Niemann, Hans Moke","Abramovic, B.",1-0,2335,D37,6,SRB,2021.01.29,9,tourn,32,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2484,,
65,Paracin Winter GM 2021,Paracin SRB,2021.02.04,9.2,"Kosic, D.","Niemann, Hans Moke",1-0,2484,D37,6,SRB,2021.01.29,9,tourn,161,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2443,,
66,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.05,1.1,"Niemann, Hans Moke","Vetokhin, Savva",1-0,2309,E32,6,SRB,2021.02.05,9,tourn,59,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2525,,
67,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.06,2.5,"Niemann, Hans Moke","Shahil, Dey",0-1,2376,B52,6,SRB,2021.02.05,9,tourn,68,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2525,,
68,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.07,3.2,"Injac, Teodora","Niemann, Hans Moke",0-1,2525,D38,6,SRB,2021.02.05,9,tourn,89,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2314,,
69,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.07,4.4,"Niemann, Hans Moke","Mijatovic, Dusan",1-0,2295,E42,6,SRB,2021.02.05,9,tourn,63,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2525,,
70,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.08,5.3,"Ratkovic, Milov","Niemann, Hans Moke",1/2-1/2,2525,A45,6,SRB,2021.02.05,9,tourn,128,Mark Crowther,2021.02.08,2,The Week in Chess 1370,1,2021.02.08,2433,,
71,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.09,6.3,"Niemann, Hans Moke","Dudin, Gleb",0-1,2380,A15,6,SRB,2021.02.05,9,tourn,127,Mark Crowther,2021.02.15,2,The Week in Chess 1371,2,2021.02.15,2525,,
72,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.09,7.4,"Kosic, D.","Niemann, Hans Moke",1/2-1/2,2525,D37,6,SRB,2021.02.05,9,tourn,81,Mark Crowther,2021.02.15,2,The Week in Chess 1371,2,2021.02.15,2443,,
73,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.10,8.2,"Niemann, Hans Moke","Atalik, S.",1-0,2504,E60,6,SRB,2021.02.05,9,tourn,48,Mark Crowther,2021.02.15,2,The Week in Chess 1371,2,2021.02.15,2525,,
74,Paracin Orbis 1 GM 2021,Paracin SRB,2021.02.11,9.5,"Moksh, Amit Doshi","Niemann, Hans Moke",0-1,2525,D37,6,SRB,2021.02.05,9,tourn,96,Mark Crowther,2021.02.15,2,The Week in Chess 1371,2,2021.02.15,2332,,
75,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.19,1.3,"Potpara, N.","Niemann, Hans Moke",0-1,2525,A20,9,SRB,2021.02.19,9,tourn,45,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2378,,
76,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.20,2.3,"Niemann, Hans Moke","Yankelevich, L.",1/2-1/2,2416,E06,9,SRB,2021.02.19,9,tourn,114,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
77,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.21,3.4,"Mohammad, Nubairshah Shaikh","Niemann, Hans Moke",1/2-1/2,2525,E46,9,SRB,2021.02.19,9,tourn,71,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2445,,
78,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.21,4.2,"Niemann, Hans Moke","Pranav, Anand",1/2-1/2,2381,D41,9,SRB,2021.02.19,9,tourn,132,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
79,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.22,5.5,"Thybo, Jesper Sondergaard","Niemann, Hans Moke",1/2-1/2,2525,E00,9,SRB,2021.02.19,9,tourn,35,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2569,,
80,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.23,6.1,"Utegaliyev, A.","Niemann, Hans Moke",1/2-1/2,2525,B24,9,SRB,2021.02.19,9,tourn,62,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2488,,
81,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.24,7.5,"Niemann, Hans Moke","Travadon, Loic",0-1,2413,A15,9,SRB,2021.02.19,9,tourn,15,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
82,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.24,8.2,"Rakotomaharo, Fy Antenaina","Niemann, Hans Moke",0-1,2525,E46,9,SRB,2021.02.19,9,tourn,32,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2422,,
83,RADNICKICHESS T2R-GM 2021,Belgrade SRB,2021.02.25,9.4,"Niemann, Hans Moke","Kotronias, V.",1-0,2522,E73,9,SRB,2021.02.19,9,tourn,23,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
84,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.14,1.3,"Milosevic, Milos","Niemann, Hans Moke",0-1,2525,C24,,SRB,2021.02.14,10,swiss,73,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2322,,
85,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.14,2.1,"Niemann, Hans Moke","Lajthajm, B.",1-0,2412,E33,,SRB,2021.02.14,10,swiss,75,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
86,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.15,3.1,"Czebe, A.","Niemann, Hans Moke",0-1,2525,A06,,SRB,2021.02.14,10,swiss,74,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2367,,
87,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.16,4.1,"Niemann, Hans Moke","Bryakin, M.",1/2-1/2,2434,E54,,SRB,2021.02.14,10,swiss,173,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
88,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.16,5.1,"Sedlak, N.","Niemann, Hans Moke",0-1,2525,C44,,SRB,2021.02.14,10,swiss,101,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2542,,
89,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.17,6.1,"Niemann, Hans Moke","Haldorsen, Benjamin",0-1,2458,B06,,SRB,2021.02.14,10,swiss,124,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
90,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.17,7.1,"Niemann, Hans Moke","Petrov, N.",0-1,2570,E10,,SRB,2021.02.14,10,swiss,70,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
