,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,EventCategory,EventCountry,EventDate,EventRounds,EventType,PlyCount,Source,SourceDate,SourceQuality,SourceTitle,SourceVersion,SourceVersionDate,WhiteElo,BlackTeam,WhiteTeam
91,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.18,8.3,"Kaasen, Tor Fredrik","Niemann, Hans Moke",1-0,2525,B01,,SRB,2021.02.14,10,swiss,49,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2381,,
92,Third Sat Mix 157 2021,Novi Sad SRB,2021.02.19,9.5,"Niemann, Hans Moke","Nikitenko, M.",0-1,2452,D17,,SRB,2021.02.14,10,swiss,126,Mark Crowther,2021.03.01,2,The Week in Chess 1373,1,2021.03.01,2525,,
93,1st Spring Weekend 2021,Bassano del Grappa ITA,2021.03.12,1.4,"Cassi, Elisa","Niemann, Hans Moke",0-1,2526,B92,,ITA,2021.03.12,5,swiss,76,Mark Crowther,2021.03.15,2,The Week in Chess 1375,1,2021.03.15,1966,,
94,1st Spring Weekend 2021,Bassano del Grappa ITA,2021.03.13,2.4,"Niemann, Hans Moke","Cacinschi, A.",1-0,2097,C00,,ITA,2021.03.12,5,swiss,91,Mark Crowther,2021.03.15,2,The Week in Chess 1375,1,2021.03.15,2526,,
95,1st Spring Weekend 2021,Bassano del Grappa ITA,2021.03.13,3.4,"Solomon, K.","Niemann, Hans Moke",0-1,2526,D43,,ITA,2021.03.12,5,swiss,76,Mark Crowther,2021.03.15,2,The Week in Chess 1375,1,2021.03.15,2357,,
96,1st Spring Weekend 2021,Bassano del Grappa ITA,2021.03.14,4.1,"Niemann, Hans Moke","Checa, Nicolas",0-1,2546,D06,,ITA,2021.03.12,5,swiss,64,Mark Crowther,2021.03.15,2,The Week in Chess 1375,1,2021.03.15,2526,,
97,1st Spring Weekend 2021,Bassano del Grappa ITA,2021.03.14,5.4,"Cappelletto, Joshuaede","Niemann, Hans Moke",0-1,2526,B33,,ITA,2021.03.12,5,swiss,63,Mark Crowther,2021.03.15,2,The Week in Chess 1375,1,2021.03.15,2126,,
98,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.17,1.1,"Niemann, Hans Moke","Baenziger, Fabian",1-0,2409,D43,,ITA,2021.03.17,9,swiss,91,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2526,,
99,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.17,2.1,"Sebenik, M.","Niemann, Hans Moke",1-0,2526,D30,,ITA,2021.03.17,9,swiss,81,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2481,,
100,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.18,3.3,"Niemann, Hans Moke","Subelj, Jan",1-0,2430,D37,,ITA,2021.03.17,9,swiss,63,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2526,,
101,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.18,4.3,"Sonis, Francesco","Niemann, Hans Moke",0-1,2526,D43,,ITA,2021.03.17,9,swiss,78,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2477,,
102,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.19,5.1,"Martin Duque, J.","Niemann, Hans Moke",0-1,2526,C88,,ITA,2021.03.17,9,swiss,56,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2454,,
103,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.19,6.1,"Niemann, Hans Moke","Bellahcene, B.",1/2-1/2,2517,A40,,ITA,2021.03.17,9,swiss,61,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2526,,
104,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.20,7.1,"Shetty, A.","Niemann, Hans Moke",1-0,2526,A13,,ITA,2021.03.17,9,swiss,91,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2447,,
105,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.20,8.4,"Niemann, Hans Moke","Kuhn, Clement",1-0,2278,E17,,ITA,2021.03.17,9,swiss,69,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2526,,
106,First GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.21,9.3,"Markoja, B.","Niemann, Hans Moke",1/2-1/2,2526,A13,,ITA,2021.03.17,9,swiss,36,Mark Crowther,2021.03.22,2,The Week in Chess 1376,1,2021.03.22,2439,,
107,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.24,1.6,"Niemann, Hans Moke","Pasini, Nicolo",1-0,2220,A56,,ITA,2021.03.24,9,swiss,59,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2526,,
108,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.24,2.5,"Martin Duque, J.","Niemann, Hans Moke",0-1,2526,A06,,ITA,2021.03.24,9,swiss,68,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2454,,
109,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.25,3.1,"Niemann, Hans Moke","Bernadskiy, V.",0-1,2599,A31,,ITA,2021.03.24,9,swiss,80,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2526,,
110,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.25,4.5,"Schreiner, Pe","Niemann, Hans Moke",1-0,2526,E00,,ITA,2021.03.24,9,swiss,105,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2445,,
111,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.26,5.6,"Niemann, Hans Moke","Deuer, Marius",1-0,2231,C95,,ITA,2021.03.24,9,swiss,55,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2526,,
112,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.26,6.6,"Diermair, A.","Niemann, Hans Moke",0-1,2526,A46,,ITA,2021.03.24,9,swiss,120,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2487,,
113,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.27,7.1,"Niemann, Hans Moke","Sonis, Francesco",1/2-1/2,2477,E10,,ITA,2021.03.24,9,swiss,132,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2526,,
114,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.27,8.4,"Moroni, L.","Niemann, Hans Moke",1-0,2526,D43,,ITA,2021.03.24,9,swiss,73,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2552,,
115,2nd GM Mix Bassano 2021,Bassano del Grappa ITA,2021.03.28,9.7,"Niemann, Hans Moke","Di Benedetto, Edoardo",0-1,2400,A45,,ITA,2021.03.24,9,swiss,117,Mark Crowther,2021.03.29,2,The Week in Chess 1377,1,2021.03.29,2526,,
116,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.01,1.9,"Mameli, G.","Niemann, Hans Moke",0-1,2508,C28,,ITA,2021.04.01,9,swiss,58,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2066,,
117,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.01,2.9,"Niemann, Hans Moke","Brinovec, David",1-0,2262,C65,,ITA,2021.04.01,9,swiss,135,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2508,,
118,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.02,3.2,"Checa, Nicolas","Niemann, Hans Moke",0-1,2508,D38,,ITA,2021.04.01,9,swiss,58,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2562,,
119,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.02,4.2,"Basso, Pier Luigi","Niemann, Hans Moke",1/2-1/2,2508,D14,,ITA,2021.04.01,9,swiss,23,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2552,,
120,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.03,5.1,"Niemann, Hans Moke","Bernadskiy, V.",1/2-1/2,2603,E92,,ITA,2021.04.01,9,swiss,123,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2508,,
121,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.03,6.3,"Dragnev, Valentin","Niemann, Hans Moke",1/2-1/2,2508,C89,,ITA,2021.04.01,9,swiss,101,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2559,,
122,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.04,7.4,"Niemann, Hans Moke","Yu, Jennifer",1-0,2255,A21,,ITA,2021.04.01,9,swiss,55,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2508,,
123,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.04,8.1,"Niemann, Hans Moke","Bjerre, Jonas Buhl",1/2-1/2,2550,E04,,ITA,2021.04.01,9,swiss,116,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2508,,
124,1st Easter Bassano Open A,Bassano del Grappa ITA,2021.04.05,9.2,"Shetty, A.","Niemann, Hans Moke",1-0,2508,A11,,ITA,2021.04.01,9,swiss,80,Mark Crowther,2021.04.05,2,The Week in Chess 1378,1,2021.04.05,2453,,
125,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.08,2.4,"Niemann, Hans Moke","Popchev, M.",1-0,2229,A80,,SRB,2021.04.07,10,swiss,47,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2508,,
126,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.08,3.3,"Drazic, S.","Niemann, Hans Moke",0-1,2508,B51,,SRB,2021.04.07,10,swiss,72,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2366,,
127,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.09,4.2,"Niemann, Hans Moke","Fernandez, Dani",1/2-1/2,2465,E11,,SRB,2021.04.07,10,swiss,79,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2508,,
128,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.09,5.1,"Gharibyan, Mamikon","Niemann, Hans Moke",1/2-1/2,2508,D38,,SRB,2021.04.07,10,swiss,170,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2455,,
129,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.10,6.2,"Niemann, Hans Moke","Omorjan, Dejan",1-0,2329,A15,,SRB,2021.04.07,10,swiss,67,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2508,,
130,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.11,7.1,"Peycheva, Gergana","Niemann, Hans Moke",0-1,2508,E35,,SRB,2021.04.07,10,swiss,78,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2229,,
131,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.12,8.1,"Niemann, Hans Moke","Davtyan, Artur",1-0,2457,E04,,SRB,2021.04.07,10,swiss,71,Mark Crowther,2021.04.12,2,The Week in Chess 1379,1,2021.04.12,2508,,
132,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.12,9.1,"Dardha, Daniel","Niemann, Hans Moke",1/2-1/2,2508,A20,,SRB,2021.04.07,10,swiss,51,Mark Crowther,2021.04.19,2,The Week in Chess 1380,1,2021.04.19,2516,,
133,Third Sat Mix 200 2021,Novi Sad SRB,2021.04.13,10.1,"Niemann, Hans Moke","Nikitenko, M.",1-0,2477,D17,,SRB,2021.04.07,10,swiss,127,Mark Crowther,2021.04.19,2,The Week in Chess 1380,1,2021.04.19,2508,,
134,Third Sat Mix 201 2021,Novi Sad SRB,2021.04.15,1.2,"Niemann, Hans Moke","Cvitan, Ena",1-0,2263,C02,,SRB,2021.04.15,10,swiss,61,Mark Crowther,2021.04.19,2,The Week in Chess 1380,1,2021.04.19,2508,,
135,Third Sat Mix 201 2021,Novi Sad SRB,2021.04.15,2.2,"Gharibyan, Mamikon","Niemann, Hans Moke",0-1,2508,E17,,SRB,2021.04.15,10,swiss,100,Mark Crowther,2021.04.19,2,The Week in Chess 1380,1,2021.04.19,2455,,
136,Niksic Mem 2021,Podgorica MNE,2021.04.23,1.4,"Girel, Joseph","Niemann, Hans Moke",0-1,2508,C77,,MNE,2021.04.23,9,swiss,106,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2310,,
137,Niksic Mem 2021,Podgorica MNE,2021.04.24,2.1,"Niemann, Hans Moke","Sanal, V.",1-0,2572,E60,,MNE,2021.04.23,9,swiss,77,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
138,Niksic Mem 2021,Podgorica MNE,2021.04.24,3.1,"Travadon, Loic","Niemann, Hans Moke",0-1,2508,E46,,MNE,2021.04.23,9,swiss,126,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2414,,
139,Niksic Mem 2021,Podgorica MNE,2021.04.25,4.1,"Niemann, Hans Moke","Suleymanli, Aydin",1/2-1/2,2520,B11,,MNE,2021.04.23,9,swiss,87,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
140,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.16,1.7,"Nikac, P.","Niemann, Hans Moke",1/2-1/2,2508,C55,,MNE,2021.04.16,9,swiss,101,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2318,,
141,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.17,2.6,"Niemann, Hans Moke","Potpara, N.",1/2-1/2,2370,E40,,MNE,2021.04.16,9,swiss,118,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
142,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.18,3.4,"Niemann, Hans Moke","Nikcevic, N.",1-0,2393,D30,,MNE,2021.04.16,9,swiss,80,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
143,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.18,4.2,"Bogosavljevic, B.","Niemann, Hans Moke",1/2-1/2,2508,A08,,MNE,2021.04.16,9,swiss,149,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2523,,
144,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.19,5.2,"Niemann, Hans Moke","Sanal, V.",1-0,2572,A40,,MNE,2021.04.16,9,swiss,79,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
145,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.20,6.1,"Suleymanli, Aydin","Niemann, Hans Moke",1/2-1/2,2508,D31,,MNE,2021.04.16,9,swiss,139,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2520,,
146,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.20,7.2,"Niemann, Hans Moke","Kisic, B.",1-0,2263,D32,,MNE,2021.04.16,9,swiss,111,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2508,,
147,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.21,8.2,"Draskovic, L.","Niemann, Hans Moke",1/2-1/2,2508,A23,,MNE,2021.04.16,9,swiss,80,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2472,,
148,Vladimir Bato Kontic Mem,Niksic MNE,2021.04.22,9.2,"Djukic, Ni","Niemann, Hans Moke",1/2-1/2,2508,C67,,MNE,2021.04.16,9,swiss,40,Mark Crowther,2021.04.26,2,The Week in Chess 1381,1,2021.04.26,2515,,
149,Niksic Mem 2021,Podgorica MNE,2021.04.26,5.2,"Draskovic, L.","Niemann, Hans Moke",0-1,2508,A36,,MNE,2021.04.23,9,swiss,118,Mark Crowther,2021.05.03,2,The Week in Chess 1382,1,2021.05.03,2472,,
150,Niksic Mem 2021,Podgorica MNE,2021.04.26,6.1,"Niemann, Hans Moke","Nikac, P.",1-0,2318,A80,,MNE,2021.04.23,9,swiss,59,Mark Crowther,2021.05.03,2,The Week in Chess 1382,1,2021.05.03,2508,,
151,Niksic Mem 2021,Podgorica MNE,2021.04.27,7.1,"Bogosavljevic, B.","Niemann, Hans Moke",1-0,2508,A15,,MNE,2021.04.23,9,swiss,97,Mark Crowther,2021.05.03,2,The Week in Chess 1382,1,2021.05.03,2523,,
152,Niksic Mem 2021,Podgorica MNE,2021.04.28,8.2,"Niemann, Hans Moke","Osmak, Iulija",1-0,2428,D20,,MNE,2021.04.23,9,swiss,133,Mark Crowther,2021.05.03,2,The Week in Chess 1382,1,2021.05.03,2508,,
153,Niksic Mem 2021,Podgorica MNE,2021.04.29,9.2,"Sukovic, Andrej","Niemann, Hans Moke",0-1,2508,C60,,MNE,2021.04.23,9,swiss,80,Mark Crowther,2021.05.03,2,The Week in Chess 1382,1,2021.05.03,2283,,
154,National Open 2021,Las Vegas USA,2021.06.16,1.10,"Niemann, Hans Moke","Oberoi, Shelev",1-0,2198,E73,,USA,2021.06.16,9,swiss,67,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2567,,
155,National Open 2021,Las Vegas USA,2021.06.17,2.6,"Colas, Joshua","Niemann, Hans Moke",0-1,2567,B14,,USA,2021.06.16,9,swiss,94,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2315,,
156,National Open 2021,Las Vegas USA,2021.06.17,3.5,"Niemann, Hans Moke","Wang, Justin",1/2-1/2,2447,E52,,USA,2021.06.16,9,swiss,145,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2567,,
157,National Open 2021,Las Vegas USA,2021.06.18,4.7,"Ostrovskiy, Al","Niemann, Hans Moke",0-1,2567,A13,,USA,2021.06.16,9,swiss,96,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2422,,
158,National Open 2021,Las Vegas USA,2021.06.18,5.4,"Niemann, Hans Moke","Shetty, A.",1-0,2461,D43,,USA,2021.06.16,9,swiss,97,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2567,,
159,National Open 2021,Las Vegas USA,2021.06.19,6.1,"Hakobyan, Aram","Niemann, Hans Moke",1/2-1/2,2567,D30,,USA,2021.06.16,9,swiss,85,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2598,,
160,National Open 2021,Las Vegas USA,2021.06.19,7.3,"Niemann, Hans Moke","Guo, Arthur",0-1,2359,E06,,USA,2021.06.16,9,swiss,60,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2567,,
161,National Open 2021,Las Vegas USA,2021.06.20,8.8,"Katz, Alexander","Niemann, Hans Moke",0-1,2567,C55,,USA,2021.06.16,9,swiss,68,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2398,,
162,National Open 2021,Las Vegas USA,2021.06.20,9.2,"Niemann, Hans Moke","Nyzhnyk, I.",0-1,2679,E73,,USA,2021.06.16,9,swiss,60,Mark Crowther,2021.06.21,2,The Week in Chess 1389,1,2021.06.21,2567,,
163,14th Philadelphia Int,Philadelphia USA,2021.06.26,1,"Niemann, Hans Moke","Tian, Eddy",1-0,2204,D30,,USA,2021.06.26,9,swiss,61,Mark Crowther,2021.06.28,2,The Week in Chess 1390,1,2021.06.28,2567,,
164,14th Philadelphia Int,Philadelphia USA,2021.06.26,2,"Bartell, T.","Niemann, Hans Moke",1/2-1/2,2567,A23,,USA,2021.06.26,9,swiss,75,Mark Crowther,2021.06.28,2,The Week in Chess 1390,1,2021.06.28,2363,,
165,14th Philadelphia Int,Philadelphia USA,2021.06.27,3,"Niemann, Hans Moke","Asaria, Danial",1-0,2318,D30,,USA,2021.06.26,9,swiss,67,Mark Crowther,2021.06.28,2,The Week in Chess 1390,1,2021.06.28,2567,,
166,14th Philadelphia Int,Philadelphia USA,2021.06.27,4,"Jacobson, Brandon","Niemann, Hans Moke",0-1,2567,A06,,USA,2021.06.26,9,swiss,66,Mark Crowther,2021.06.28,2,The Week in Chess 1390,1,2021.06.28,2491,,
167,49th Annual World Open,Philadelphia USA,2021.07.01,1,"Niemann, Hans Moke","Mahajan, Rushaan",1-0,2151,E47,,USA,2021.07.01,9,swiss,40,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2571,,
168,49th Annual World Open,Philadelphia USA,2021.07.02,2,"Morrison, W.","Niemann, Hans Moke",0-1,2571,B92,,USA,2021.07.01,9,swiss,86,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2278,,
169,49th Annual World Open,Philadelphia USA,2021.07.02,3,"Niemann, Hans Moke","Shlyakhtenko, Robert",1/2-1/2,2370,D32,,USA,2021.07.01,9,swiss,58,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2571,,
170,49th Annual World Open,Philadelphia USA,2021.07.03,4,"Sinha, Sahil","Niemann, Hans Moke",0-1,2571,E35,,USA,2021.07.01,9,swiss,100,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2361,,
171,49th Annual World Open,Philadelphia USA,2021.07.03,5,"Niemann, Hans Moke","Liang, Jason",1-0,2352,D52,,USA,2021.07.01,9,swiss,113,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2571,,
172,49th Annual World Open,Philadelphia USA,2021.07.04,7.1,"Niemann, Hans Moke","Gledura, B.",1-0,2629,D70,,USA,2021.07.01,9,swiss,41,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2571,,
173,14th Philadelphia Int,Philadelphia USA,2021.06.28,5.1,"Niemann, Hans Moke","Belous, V.",0-1,2520,B36,,USA,2021.06.26,9,swiss,128,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2567,,
174,14th Philadelphia Int,Philadelphia USA,2021.06.28,6.3,"Niemann, Hans Moke","Andriasian, Z.",1/2-1/2,2581,D17,,USA,2021.06.26,9,swiss,111,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2567,,
175,14th Philadelphia Int,Philadelphia USA,2021.06.29,7,"Guo, Arthur","Niemann, Hans Moke",0-1,2567,C77,,USA,2021.06.26,9,swiss,96,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2359,,
176,14th Philadelphia Int,Philadelphia USA,2021.06.30,9.2,"Niemann, Hans Moke","Cordova, E.",1-0,2590,E53,,USA,2021.06.26,9,swiss,115,Mark Crowther,2021.07.05,2,The Week in Chess 1391,1,2021.07.05,2567,,
177,49th Annual World Open,Philadelphia USA,2021.07.05,8,"Nyzhnyk, I.","Niemann, Hans Moke",1/2-1/2,2571,C85,,USA,2021.07.01,9,swiss,131,Mark Crowther,2021.07.12,2,The Week in Chess 1392,1,2021.07.12,2683,,
178,49th Annual World Open,Philadelphia USA,2021.07.05,9.1,"Niemann, Hans Moke",Zhou Jianchao,1/2-1/2,2603,A80,,USA,2021.07.01,9,swiss,95,Mark Crowther,2021.07.12,2,The Week in Chess 1392,1,2021.07.12,2571,,
179,ch-USA Junior 2021,Saint Louis USA,2021.07.16,1.5,"Brodsky, David","Niemann, Hans Moke",1/2-1/2,2571,C55,10,USA,2021.07.16,9,tourn,84,Mark Crowther,2021.07.19,2,The Week in Chess 1393,3,2021.07.20,2455,,
180,ch-USA Junior 2021,Saint Louis USA,2021.07.17,2.3,"Balakrishnan, Praveen","Niemann, Hans Moke",0-1,2571,C85,10,USA,2021.07.16,9,tourn,100,Mark Crowther,2021.07.19,2,The Week in Chess 1393,3,2021.07.20,2507,,
181,ch-USA Junior 2021,Saint Louis USA,2021.07.18,3.4,"Niemann, Hans Moke","Checa, Nicolas",1-0,2552,C11,10,USA,2021.07.16,9,tourn,59,Mark Crowther,2021.07.19,2,The Week in Chess 1393,3,2021.07.20,2571,,
